Ad_ID,Campaign_Name,Clicks,Impressions,"Cost,$",Leads,Conversions,Conversion Rate,"Sale_Amount,$",Ad_Date,Location,Device,Keyword
A2193,Corse,115.0,5116.0,227.76,24.0,3.0,2.608695652173913,1748.0,2024-11-15,Rostow-am-Don,desktop,learn data analytics
A2194,Corse,83.0,4476.0,204.88,27.0,8.0,9.63855421686747,1359.0,2024-11-02,Rostow-am-Don,tablet,online data analytic
A2195,Corse,178.0,3461.0,238.96,16.0,5.0,2.8089887640449436,1321.0,2024-11-16,Rostow-am-Don,mobile,learn data analytics
A2196,Corse,148.0,5080.0,191.92,12.0,6.0,4.054054054054054,1070.0,2024-11-17,Rostow-am-Don,tablet,data analytics course
A2198,Corse,101.0,5166.0,203.74,30.0,5.0,4.9504950495049505,1763.0,2024-11-13,Rostow-am-Don,desktop,data anaytics training
A2199,Corse,113.0,5642.0,245.69,19.0,7.0,6.1946902654867255,1366.0,2024-11-20,Rostow-am-Don,mobile,data anaytics training
A2200,Corse,97.0,5552.0,228.97,14.0,6.0,6.185567010309279,1304.0,2024-11-07,Rostow-am-Don,desktop,analytics for data
A2201,Corse,155.0,3662.0,208.16,23.0,4.0,2.5806451612903225,1913.0,2024-11-27,Rostow-am-Don,desktop,online data analytic
A2202,Corse,109.0,5187.0,222.69,17.0,7.0,6.422018348623854,1690.0,2024-11-23,Rostow-am-Don,tablet,learn data analytics
A2203,Corse,181.0,3647.0,227.37,30.0,6.0,3.314917127071823,1412.0,2024-11-30,Rostow-am-Don,desktop,data analytics course
A2206,Corse,109.0,5219.0,215.76,15.0,3.0,2.7522935779816518,1408.0,2024-11-18,Rostow-am-Don,tablet,learn data analytics
A2207,Corse,191.0,3333.0,187.71,13.0,5.0,2.6178010471204187,1360.0,2024-11-26,Rostow-am-Don,desktop,learn data analytics
A2208,Corse,101.0,4435.0,222.49,11.0,10.0,9.900990099009901,1277.0,2024-11-21,Rostow-am-Don,mobile,data anaytics training
A2210,Corse,164.0,3856.0,241.65,27.0,4.0,2.4390243902439024,1786.0,2024-11-21,Rostow-am-Don,desktop,data anaytics training
A2211,Corse,83.0,4143.0,203.11,23.0,10.0,12.048192771084338,1517.0,2024-11-26,Rostow-am-Don,mobile,learn data analytics
A2212,Corse,199.0,5895.0,239.59,21.0,4.0,2.0100502512562812,1592.0,2024-11-30,Rostow-am-Don,mobile,data anaytics training
A2213,Corse,141.0,4039.0,205.8,28.0,6.0,4.25531914893617,1220.0,2024-11-08,Rostow-am-Don,desktop,data analitics online
A2214,Corse,131.0,4773.0,215.36,26.0,7.0,5.343511450381679,1363.0,2024-11-08,Rostow-am-Don,tablet,data analitics online
A2216,Corse,164.0,5380.0,223.15,13.0,5.0,3.048780487804878,1661.0,2024-11-23,Rostow-am-Don,desktop,analytics for data
A2217,Corse,149.0,3323.0,197.76,23.0,4.0,2.684563758389262,1181.0,2024-11-17,Rostow-am-Don,mobile,data analitics online
A2218,Corse,112.0,3870.0,215.05,26.0,6.0,5.357142857142857,1483.0,2024-11-03,Rostow-am-Don,desktop,learn data analytics
A2219,Corse,139.0,4486.0,205.46,28.0,4.0,2.877697841726619,1853.0,2024-11-24,Rostow-am-Don,tablet,online data analytic
A2220,Corse,105.0,3384.0,240.41,26.0,8.0,7.6190476190476195,1399.0,2024-11-03,Rostow-am-Don,desktop,data analitics online
A2222,Corse,127.0,5947.0,209.67,27.0,3.0,2.3622047244094486,1155.0,2024-11-28,Rostow-am-Don,desktop,learn data analytics
A2223,Corse,133.0,4286.0,216.16,18.0,9.0,6.7669172932330826,1839.0,2024-11-08,Rostow-am-Don,desktop,data analitics online
A2224,Corse,197.0,5733.0,185.09,14.0,5.0,2.5380710659898478,1295.0,2024-11-05,Rostow-am-Don,tablet,data anaytics training
A2225,Corse,125.0,5103.0,221.93,30.0,7.0,5.6000000000000005,1398.0,2024-11-08,Rostow-am-Don,tablet,analytics for data
A2226,Corse,147.0,5228.0,210.94,12.0,9.0,6.122448979591836,1784.0,2024-11-28,Rostow-am-Don,desktop,data anaytics training
A2227,Corse,153.0,3666.0,198.4,16.0,4.0,2.6143790849673203,1820.0,2024-11-20,Rostow-am-Don,mobile,learn data analytics
A2228,Corse,196.0,3440.0,212.98,15.0,5.0,2.5510204081632653,1539.0,2024-11-26,Rostow-am-Don,tablet,learn data analytics
A2229,Corse,87.0,3031.0,234.25,17.0,7.0,8.045977011494253,1167.0,2024-11-05,Rostow-am-Don,desktop,data analitics online
A2230,Corse,151.0,5957.0,188.22,15.0,8.0,5.298013245033113,1468.0,2024-11-25,Rostow-am-Don,tablet,analytics for data
A2231,Corse,93.0,4689.0,197.54,15.0,4.0,4.301075268817205,1073.0,2024-11-25,Rostow-am-Don,mobile,data analitics online
A2232,Corse,145.0,3085.0,194.96,26.0,5.0,3.4482758620689653,1673.0,2024-11-24,Rostow-am-Don,desktop,online data analytic
A2233,Corse,128.0,3341.0,185.57,25.0,5.0,3.90625,1516.0,2024-11-20,Rostow-am-Don,tablet,online data analytic
A2234,Corse,134.0,5521.0,243.57,15.0,3.0,2.2388059701492535,1658.0,2024-11-24,Rostow-am-Don,desktop,online data analytic
A2236,Corse,177.0,3765.0,216.48,26.0,10.0,5.649717514124294,1507.0,2024-11-20,Rostow-am-Don,tablet,data analitics online
A2238,Corse,198.0,5260.0,205.53,13.0,10.0,5.05050505050505,1766.0,2024-11-12,Rostow-am-Don,desktop,analytics for data
A2239,Corse,140.0,4404.0,186.01,23.0,6.0,4.285714285714286,1625.0,2024-11-09,Rostow-am-Don,tablet,analytics for data
A2240,Corse,137.0,5445.0,237.51,20.0,5.0,3.64963503649635,1904.0,2024-11-25,Rostow-am-Don,tablet,learn data analytics
A2244,Corse,160.0,5645.0,195.42,25.0,6.0,3.75,1600.0,2024-11-16,Rostow-am-Don,tablet,data analitics online
A2247,Corse,80.0,4506.0,236.47,11.0,5.0,6.25,1953.0,2024-11-20,Rostow-am-Don,desktop,data analytics course
A2248,Corse,81.0,5843.0,209.54,10.0,9.0,11.11111111111111,1979.0,2024-11-09,Rostow-am-Don,tablet,data anaytics training
A2249,Corse,102.0,5369.0,198.39,29.0,4.0,3.9215686274509802,1659.0,2024-11-19,Rostow-am-Don,tablet,data analytics course
A2250,Corse,197.0,4047.0,202.72,15.0,3.0,1.5228426395939088,1345.0,2024-11-05,Rostow-am-Don,mobile,data analitics online
A2251,Corse,84.0,4463.0,198.44,17.0,3.0,3.571428571428571,1110.0,2024-11-02,Rostow-am-Don,mobile,analytics for data
A2252,Corse,119.0,4610.0,222.7,18.0,3.0,2.5210084033613445,1473.0,2024-11-18,Rostow-am-Don,desktop,data analitics online
A2253,Corse,96.0,5957.0,225.59,27.0,10.0,10.416666666666668,1062.0,2024-11-21,Rostow-am-Don,mobile,data analitics online
A2254,Corse,144.0,5704.0,196.67,29.0,6.0,4.166666666666666,1573.0,2024-11-29,Rostow-am-Don,mobile,analytics for data
A2255,Corse,148.0,5335.0,223.36,21.0,9.0,6.081081081081082,1251.0,2024-11-20,Rostow-am-Don,tablet,data analitics online
A2256,Corse,151.0,4901.0,224.29,27.0,7.0,4.635761589403973,1425.0,2024-11-05,Rostow-am-Don,mobile,data anaytics training
A2257,Corse,175.0,5392.0,187.74,17.0,9.0,5.142857142857142,1015.0,2024-11-21,Rostow-am-Don,tablet,data analitics online
A2259,Corse,157.0,5451.0,183.89,12.0,10.0,6.369426751592357,1180.0,2024-11-29,Rostow-am-Don,desktop,data analytics course
A2261,Corse,85.0,3770.0,204.04,30.0,7.0,8.235294117647058,1238.0,2024-11-14,Rostow-am-Don,mobile,learn data analytics
A2262,Corse,89.0,3573.0,193.53,,10.0,11.235955056179774,1926.0,2024-11-15,Rostow-am-Don,desktop,learn data analytics
A2263,Corse,152.0,4092.0,196.66,10.0,5.0,3.289473684210526,1396.0,2024-11-11,Rostow-am-Don,desktop,analytics for data
A2264,Corse,126.0,3999.0,181.58,22.0,9.0,7.142857142857142,1145.0,2024-11-27,Rostow-am-Don,mobile,online data analytic
A2265,Corse,153.0,3354.0,243.13,24.0,6.0,3.9215686274509802,1536.0,2024-11-10,Rostow-am-Don,mobile,data analytics course
A2266,Corse,98.0,4801.0,186.52,10.0,3.0,3.061224489795918,1121.0,2024-11-07,Rostow-am-Don,desktop,learn data analytics
A2267,Corse,145.0,4799.0,194.74,17.0,6.0,4.137931034482759,1381.0,2024-11-07,Rostow-am-Don,desktop,analytics for data
A2268,Corse,179.0,3753.0,220.87,23.0,6.0,3.35195530726257,1966.0,2024-11-14,Rostow-am-Don,tablet,data analytics course
A2269,Corse,108.0,4698.0,187.19,19.0,10.0,9.25925925925926,1118.0,2024-11-15,Rostow-am-Don,mobile,data analitics online
A2270,Corse,191.0,3522.0,216.65,25.0,5.0,2.6178010471204187,1835.0,2024-11-24,Rostow-am-Don,tablet,data anaytics training
A2271,Corse,183.0,3363.0,212.08,10.0,9.0,4.918032786885246,1511.0,2024-11-07,Rostow-am-Don,tablet,data analitics online
A2272,Corse,175.0,5924.0,223.3,14.0,3.0,1.7142857142857144,1505.0,2024-11-04,Rostow-am-Don,mobile,analytics for data
A2273,Corse,97.0,3558.0,195.5,13.0,3.0,3.0927835051546393,1544.0,2024-11-11,Rostow-am-Don,desktop,data analytics course
A2274,Corse,159.0,4208.0,236.75,13.0,8.0,5.031446540880504,1849.0,2024-11-16,Rostow-am-Don,tablet,data anaytics training
A2275,Corse,125.0,3607.0,224.45,22.0,9.0,7.199999999999999,1392.0,2024-11-02,Rostow-am-Don,tablet,analytics for data
A2277,Corse,110.0,5220.0,233.06,16.0,4.0,3.6363636363636362,1711.0,2024-11-15,Rostow-am-Don,mobile,data anaytics training
A2278,Corse,83.0,5247.0,231.04,27.0,3.0,3.614457831325301,1636.0,2024-11-04,Rostow-am-Don,desktop,data analitics online
A2279,Corse,166.0,5522.0,218.34,13.0,3.0,1.8072289156626504,1235.0,2024-11-22,Rostow-am-Don,desktop,online data analytic
A2280,Corse,108.0,3682.0,214.43,20.0,3.0,2.7777777777777777,1553.0,2024-11-27,Rostow-am-Don,desktop,learn data analytics
A2281,Corse,84.0,4549.0,191.96,15.0,7.0,8.333333333333332,1303.0,2024-11-13,Rostow-am-Don,desktop,data analytics course
A2283,Corse,195.0,3122.0,205.3,24.0,4.0,2.051282051282051,1326.0,2024-11-14,Rostow-am-Don,mobile,data anaytics training
A2285,Corse,142.0,5436.0,237.09,14.0,7.0,4.929577464788732,1269.0,2024-11-20,Rostow-am-Don,tablet,online data analytic
A2286,Corse,98.0,5485.0,182.29,16.0,5.0,5.1020408163265305,1518.0,2024-11-19,Rostow-am-Don,desktop,learn data analytics
A2289,Corse,170.0,5286.0,190.65,22.0,7.0,4.117647058823529,1110.0,2024-11-09,Rostow-am-Don,desktop,data analitics online
A2291,Corse,156.0,5125.0,182.15,26.0,10.0,6.41025641025641,1658.0,2024-11-16,Rostow-am-Don,mobile,data analytics course
A2292,Corse,91.0,4500.0,241.81,20.0,3.0,3.296703296703297,1902.0,2024-11-22,Rostow-am-Don,mobile,data analitics online
A2293,Corse,140.0,4633.0,228.65,15.0,4.0,2.857142857142857,1738.0,2024-11-20,Rostow-am-Don,mobile,data analitics online
A2294,Corse,142.0,3155.0,229.01,,10.0,7.042253521126761,1955.0,2024-11-01,Rostow-am-Don,mobile,learn data analytics
A2295,Corse,198.0,3444.0,195.91,27.0,4.0,2.0202020202020203,1317.0,2024-11-10,Rostow-am-Don,desktop,data analitics online
A2296,Corse,88.0,4253.0,210.5,23.0,8.0,9.090909090909092,1918.0,2024-11-11,Rostow-am-Don,tablet,data analitics online
A2297,Corse,130.0,4925.0,201.1,26.0,5.0,3.8461538461538463,1301.0,2024-11-15,Rostow-am-Don,tablet,analytics for data
A2298,Corse,186.0,3576.0,213.96,26.0,4.0,2.1505376344086025,1689.0,2024-11-02,Rostow-am-Don,tablet,learn data analytics
A2299,Corse,146.0,5831.0,203.07,19.0,5.0,3.4246575342465753,1216.0,2024-11-28,Rostow-am-Don,mobile,analytics for data
A2300,Corse,199.0,5147.0,203.08,27.0,10.0,5.025125628140704,1126.0,2024-11-30,Rostow-am-Don,tablet,data analytics course
A2301,Corse,94.0,4242.0,208.78,14.0,5.0,5.319148936170213,1122.0,2024-11-17,Rostow-am-Don,tablet,learn data analytics
A2302,Corse,119.0,5530.0,205.75,25.0,9.0,7.563025210084033,1725.0,2024-11-14,Rostow-am-Don,mobile,analytics for data
A2303,Corse,168.0,4614.0,241.24,28.0,9.0,5.357142857142857,1307.0,2024-11-01,Rostow-am-Don,mobile,online data analytic
A2304,Corse,117.0,5016.0,249.38,10.0,9.0,7.6923076923076925,1832.0,2024-11-02,Rostow-am-Don,tablet,learn data analytics
A2305,Corse,156.0,5072.0,249.37,18.0,3.0,1.9230769230769231,1701.0,2024-11-12,Rostow-am-Don,mobile,learn data analytics
A2306,Corse,151.0,4805.0,241.95,22.0,3.0,1.9867549668874174,1571.0,2024-11-03,Rostow-am-Don,tablet,online data analytic
A2308,Corse,105.0,5151.0,188.18,14.0,9.0,8.571428571428571,1595.0,2024-11-03,Rostow-am-Don,tablet,online data analytic
A2309,Corse,98.0,4515.0,219.39,12.0,7.0,7.142857142857142,1805.0,2024-11-07,Rostow-am-Don,desktop,learn data analytics
A2310,Corse,93.0,4269.0,247.76,21.0,8.0,8.60215053763441,1543.0,2024-11-19,Rostow-am-Don,tablet,learn data analytics
A2312,Corse,156.0,4476.0,186.68,17.0,10.0,6.41025641025641,1372.0,2024-11-13,Rostow-am-Don,tablet,analytics for data
A2313,Corse,166.0,5749.0,236.52,11.0,5.0,3.0120481927710845,1780.0,2024-11-15,Rostow-am-Don,desktop,analytics for data
A2314,Corse,134.0,5166.0,191.92,10.0,3.0,2.2388059701492535,1526.0,2024-11-04,Rostow-am-Don,mobile,learn data analytics
A2315,Corse,103.0,3687.0,194.73,27.0,4.0,3.8834951456310676,1347.0,2024-11-15,Rostow-am-Don,tablet,learn data analytics
A2316,Corse,95.0,4939.0,219.43,26.0,3.0,3.1578947368421053,1785.0,2024-11-07,Rostow-am-Don,mobile,data anaytics training
A2317,Corse,155.0,3180.0,229.63,15.0,8.0,5.161290322580645,1832.0,2024-11-15,Rostow-am-Don,desktop,data analytics course
A2318,Corse,184.0,3981.0,193.25,16.0,3.0,1.6304347826086956,1359.0,2024-11-30,Rostow-am-Don,tablet,learn data analytics
A2319,Corse,186.0,3392.0,218.16,29.0,7.0,3.763440860215054,1012.0,2024-11-08,Rostow-am-Don,desktop,analytics for data
A2320,Corse,93.0,3160.0,220.75,30.0,8.0,8.60215053763441,1472.0,2024-11-08,Rostow-am-Don,desktop,data analitics online
A2321,Corse,138.0,4699.0,202.54,26.0,9.0,6.521739130434782,1133.0,2024-11-25,Rostow-am-Don,tablet,online data analytic
A2322,Corse,96.0,3730.0,217.61,16.0,4.0,4.166666666666666,1283.0,2024-11-07,Rostow-am-Don,desktop,analytics for data
A2323,Corse,127.0,5221.0,226.67,17.0,3.0,2.3622047244094486,1384.0,2024-11-03,Rostow-am-Don,tablet,data anaytics training
A2324,Corse,92.0,3299.0,188.58,11.0,9.0,9.782608695652174,1678.0,2024-11-27,Rostow-am-Don,desktop,data analitics online
A2325,Corse,156.0,5634.0,247.45,16.0,5.0,3.205128205128205,1925.0,2024-11-08,Rostow-am-Don,tablet,data analytics course
A2326,Corse,113.0,5991.0,211.28,16.0,3.0,2.6548672566371683,1499.0,2024-11-16,Rostow-am-Don,tablet,learn data analytics
A2328,Corse,189.0,5335.0,181.46,27.0,9.0,4.761904761904762,1734.0,2024-11-08,Rostow-am-Don,mobile,online data analytic
A2329,Corse,149.0,4550.0,219.44,11.0,9.0,6.0402684563758395,1659.0,2024-11-16,Rostow-am-Don,tablet,online data analytic
A2330,Corse,100.0,5805.0,181.27,15.0,4.0,4.0,1195.0,2024-11-04,Rostow-am-Don,desktop,learn data analytics
A2331,Corse,105.0,5156.0,201.01,25.0,10.0,9.523809523809524,1472.0,2024-11-11,Rostow-am-Don,desktop,analytics for data
A2332,Corse,86.0,5060.0,249.4,15.0,4.0,4.651162790697675,1761.0,2024-11-15,Rostow-am-Don,tablet,data analitics online
A2333,Corse,93.0,5178.0,245.13,14.0,5.0,5.376344086021505,1080.0,2024-11-08,Rostow-am-Don,mobile,data analitics online
A2335,Corse,156.0,3218.0,235.69,28.0,6.0,3.8461538461538463,1289.0,2024-11-16,Rostow-am-Don,tablet,data analitics online
A2336,Corse,124.0,4682.0,207.53,20.0,3.0,2.4193548387096775,1550.0,2024-11-03,Rostow-am-Don,tablet,online data analytic
A2337,Corse,177.0,3592.0,205.25,29.0,9.0,5.084745762711865,1271.0,2024-11-15,Rostow-am-Don,desktop,data anaytics training
A2339,Corse,132.0,3562.0,238.34,23.0,4.0,3.0303030303030303,1033.0,2024-11-29,Rostow-am-Don,tablet,data analytics course
A2341,Corse,153.0,3953.0,237.56,20.0,6.0,3.9215686274509802,1388.0,2024-11-26,Rostow-am-Don,tablet,learn data analytics
A2342,Corse,187.0,4891.0,223.99,14.0,8.0,4.27807486631016,1014.0,2024-11-26,Rostow-am-Don,mobile,online data analytic
A2343,Corse,155.0,4976.0,183.21,10.0,5.0,3.225806451612903,1554.0,2024-11-13,Rostow-am-Don,tablet,online data analytic
A2345,Corse,172.0,3001.0,210.62,14.0,4.0,2.3255813953488373,1192.0,2024-11-25,Rostow-am-Don,tablet,data analitics online
A2346,Corse,92.0,5728.0,224.5,14.0,9.0,9.782608695652174,1876.0,2024-11-26,Rostow-am-Don,tablet,online data analytic
A2347,Corse,162.0,5103.0,188.15,13.0,9.0,5.555555555555555,1264.0,2024-11-28,Rostow-am-Don,mobile,analytics for data
A2348,Corse,193.0,3131.0,198.1,22.0,5.0,2.5906735751295336,1870.0,2024-11-19,Rostow-am-Don,tablet,data analytics course
A2350,Corse,185.0,4070.0,200.95,21.0,5.0,2.7027027027027026,1503.0,2024-11-07,Rostow-am-Don,mobile,online data analytic
A2351,Corse,117.0,3350.0,243.68,23.0,5.0,4.273504273504273,1204.0,2024-11-14,Rostow-am-Don,desktop,analytics for data
A2352,Corse,123.0,4976.0,244.49,14.0,4.0,3.2520325203252036,1579.0,2024-11-02,Rostow-am-Don,desktop,analytics for data
A2354,Corse,118.0,4390.0,214.04,24.0,8.0,6.779661016949152,1071.0,2024-11-18,Rostow-am-Don,tablet,analytics for data
A2355,Corse,82.0,3698.0,229.12,30.0,9.0,10.975609756097562,1246.0,2024-11-20,Rostow-am-Don,mobile,learn data analytics
A2356,Corse,175.0,4295.0,195.17,18.0,6.0,3.428571428571429,1939.0,2024-11-27,Rostow-am-Don,tablet,data analitics online
A2357,Corse,130.0,3332.0,202.06,14.0,5.0,3.8461538461538463,1184.0,2024-11-14,Rostow-am-Don,desktop,online data analytic
A2358,Corse,92.0,4082.0,186.29,25.0,5.0,5.434782608695652,1046.0,2024-11-24,Rostow-am-Don,tablet,online data analytic
A2359,Corse,159.0,4464.0,204.86,27.0,3.0,1.8867924528301887,1963.0,2024-11-20,Rostow-am-Don,tablet,analytics for data
A2360,Corse,193.0,5263.0,240.5,18.0,6.0,3.1088082901554404,1670.0,2024-11-21,Rostow-am-Don,tablet,online data analytic
A2361,Corse,98.0,4371.0,246.23,25.0,7.0,7.142857142857142,1114.0,2024-11-14,Rostow-am-Don,tablet,analytics for data
A2362,Corse,176.0,3657.0,209.44,19.0,3.0,1.7045454545454544,1171.0,2024-11-07,Rostow-am-Don,desktop,online data analytic
A2363,Corse,182.0,5833.0,243.72,20.0,5.0,2.7472527472527473,1206.0,2024-11-14,Rostow-am-Don,desktop,data analytics course
A2364,Corse,85.0,3077.0,200.16,11.0,10.0,11.76470588235294,1876.0,2024-11-23,Rostow-am-Don,mobile,analytics for data
A2365,Corse,98.0,3646.0,239.05,14.0,6.0,6.122448979591836,1586.0,2024-11-14,Rostow-am-Don,desktop,data analytics course
A2366,Corse,160.0,3139.0,230.55,28.0,5.0,3.125,1449.0,2024-11-15,Rostow-am-Don,desktop,analytics for data
A2367,Corse,179.0,4005.0,232.47,16.0,10.0,5.58659217877095,1553.0,2024-11-24,Rostow-am-Don,desktop,analytics for data
A2369,Corse,195.0,3876.0,187.59,28.0,3.0,1.5384615384615385,1828.0,2024-11-21,Rostow-am-Don,mobile,data analytics course
A2371,Corse,92.0,5550.0,226.38,28.0,8.0,8.695652173913043,1322.0,2024-11-21,Rostow-am-Don,tablet,learn data analytics
A2372,Corse,90.0,3526.0,211.39,10.0,3.0,3.3333333333333335,1395.0,2024-11-20,Rostow-am-Don,desktop,online data analytic
A2374,Corse,82.0,4132.0,247.13,11.0,6.0,7.317073170731707,1091.0,2024-11-12,Rostow-am-Don,tablet,data anaytics training
A2375,Corse,151.0,5826.0,226.53,16.0,8.0,5.298013245033113,1511.0,2024-11-25,Rostow-am-Don,desktop,learn data analytics
A2376,Corse,162.0,5997.0,240.29,20.0,5.0,3.0864197530864197,1144.0,2024-11-24,Rostow-am-Don,mobile,data analitics online
A2377,Corse,197.0,4541.0,243.81,19.0,9.0,4.568527918781726,1701.0,2024-11-11,Rostow-am-Don,desktop,data anaytics training
A2378,Corse,133.0,4642.0,184.52,22.0,4.0,3.007518796992481,1074.0,2024-11-14,Rostow-am-Don,desktop,online data analytic
A2379,Corse,194.0,5509.0,235.45,18.0,5.0,2.5773195876288657,1025.0,2024-11-12,Rostow-am-Don,tablet,online data analytic
A2380,Corse,169.0,3647.0,194.12,12.0,6.0,3.5502958579881656,1697.0,2024-11-22,Rostow-am-Don,desktop,learn data analytics
A2381,Corse,149.0,5209.0,183.91,18.0,10.0,6.7114093959731544,1799.0,2024-11-29,Rostow-am-Don,desktop,learn data analytics
A2382,Corse,124.0,5980.0,200.65,25.0,4.0,3.225806451612903,1768.0,2024-11-04,Rostow-am-Don,desktop,learn data analytics
A2383,Corse,170.0,5443.0,235.99,23.0,5.0,2.941176470588235,1314.0,2024-11-21,Rostow-am-Don,mobile,analytics for data
A2384,Corse,127.0,5326.0,226.11,18.0,10.0,7.874015748031496,1040.0,2024-11-21,Rostow-am-Don,mobile,online data analytic
A2385,Corse,114.0,5565.0,210.04,16.0,4.0,3.508771929824561,1800.0,2024-11-07,Rostow-am-Don,desktop,data anaytics training
A2386,Corse,154.0,3312.0,203.23,16.0,5.0,3.2467532467532463,1977.0,2024-11-04,Rostow-am-Don,desktop,data anaytics training
A2388,Corse,126.0,3570.0,214.78,28.0,9.0,7.142857142857142,1078.0,2024-11-12,Rostow-am-Don,tablet,data anaytics training
A2390,Corse,125.0,5736.0,197.28,30.0,5.0,4.0,1265.0,2024-11-18,Rostow-am-Don,mobile,analytics for data
A2391,Corse,197.0,5921.0,214.97,18.0,6.0,3.0456852791878175,1975.0,2024-11-14,Rostow-am-Don,desktop,learn data analytics
A2392,Corse,98.0,3687.0,206.7,12.0,10.0,10.204081632653061,1640.0,2024-11-07,Rostow-am-Don,mobile,online data analytic
A2393,Corse,164.0,5334.0,203.91,18.0,6.0,3.6585365853658534,1128.0,2024-11-18,Rostow-am-Don,desktop,data analytics course
A2394,Corse,111.0,4647.0,247.0,15.0,4.0,3.6036036036036037,1601.0,2024-11-29,Rostow-am-Don,desktop,learn data analytics
A2395,Corse,191.0,3485.0,212.43,10.0,7.0,3.664921465968586,1813.0,2024-11-28,Rostow-am-Don,mobile,analytics for data
A2396,Corse,149.0,5720.0,211.54,14.0,5.0,3.3557046979865772,1612.0,2024-11-29,Rostow-am-Don,desktop,data analytics course
A2397,Corse,183.0,3540.0,222.14,15.0,3.0,1.639344262295082,1248.0,2024-11-11,Rostow-am-Don,mobile,learn data analytics
A2399,Corse,170.0,3024.0,234.76,11.0,10.0,5.88235294117647,1941.0,2024-11-06,Rostow-am-Don,mobile,learn data analytics
A2400,Corse,174.0,4334.0,186.29,12.0,4.0,2.2988505747126435,1457.0,2024-11-22,Rostow-am-Don,mobile,analytics for data
A2401,Corse,91.0,4038.0,197.15,23.0,6.0,6.593406593406594,1000.0,2024-11-29,Rostow-am-Don,mobile,data analitics online
A2402,Corse,197.0,4347.0,215.2,20.0,6.0,3.0456852791878175,1204.0,2024-11-26,Rostow-am-Don,desktop,online data analytic
A2404,Corse,152.0,4182.0,233.45,19.0,5.0,3.289473684210526,1719.0,2024-11-13,Rostow-am-Don,mobile,data analytics course
A2405,Corse,189.0,4809.0,225.32,27.0,10.0,5.291005291005291,1324.0,2024-11-18,Rostow-am-Don,mobile,analytics for data
A2407,Corse,159.0,3401.0,222.71,18.0,3.0,1.8867924528301887,1849.0,2024-11-05,Rostow-am-Don,desktop,data analitics online
A2408,Corse,175.0,5561.0,231.96,20.0,8.0,4.571428571428571,1174.0,2024-11-14,Rostow-am-Don,mobile,data analytics course
A2410,Corse,82.0,4898.0,215.11,25.0,8.0,9.75609756097561,1776.0,2024-11-09,Rostow-am-Don,tablet,analytics for data
A2412,Corse,85.0,5954.0,201.88,18.0,6.0,7.0588235294117645,1526.0,2024-11-27,Rostow-am-Don,tablet,analytics for data
A2413,Corse,128.0,3487.0,236.19,25.0,6.0,4.6875,1961.0,2024-11-02,Rostow-am-Don,tablet,data analytics course
A2414,Corse,153.0,3808.0,189.61,19.0,8.0,5.228758169934641,1246.0,2024-11-02,Rostow-am-Don,tablet,data analytics course
A2415,Corse,192.0,5720.0,243.11,30.0,9.0,4.6875,1555.0,2024-11-02,Rostow-am-Don,mobile,online data analytic
A2416,Corse,148.0,4721.0,189.48,26.0,8.0,5.405405405405405,1176.0,2024-11-01,Rostow-am-Don,mobile,online data analytic
A2417,Corse,153.0,4768.0,214.39,25.0,5.0,3.2679738562091507,1837.0,2024-11-26,Rostow-am-Don,tablet,data analitics online
A2420,Corse,146.0,5173.0,234.26,20.0,7.0,4.794520547945205,1089.0,2024-11-28,Rostow-am-Don,mobile,online data analytic
A2421,Corse,81.0,4808.0,189.19,17.0,9.0,11.11111111111111,1759.0,2024-11-25,Rostow-am-Don,desktop,online data analytic
A2423,Corse,90.0,5319.0,208.19,13.0,7.0,7.777777777777778,1719.0,2024-11-26,Rostow-am-Don,tablet,data anaytics training
A2424,Corse,155.0,4532.0,203.44,19.0,8.0,5.161290322580645,1709.0,2024-11-17,Rostow-am-Don,desktop,learn data analytics
A2425,Corse,125.0,3458.0,180.49,19.0,3.0,2.4,1754.0,2024-11-09,Rostow-am-Don,tablet,data analitics online
A2427,Corse,82.0,3052.0,211.11,12.0,3.0,3.6585365853658534,1917.0,2024-11-06,Rostow-am-Don,desktop,learn data analytics
A2428,Corse,198.0,5718.0,194.37,13.0,8.0,4.040404040404041,1118.0,2024-11-16,Rostow-am-Don,tablet,data anaytics training
A2429,Corse,115.0,4762.0,241.63,20.0,8.0,6.956521739130435,1555.0,2024-11-03,Rostow-am-Don,desktop,data analytics course
A2430,Corse,158.0,4953.0,243.07,20.0,8.0,5.063291139240507,1955.0,2024-11-04,Rostow-am-Don,tablet,learn data analytics
A2431,Corse,102.0,3784.0,219.45,13.0,9.0,8.823529411764707,1967.0,2024-11-20,Rostow-am-Don,desktop,data analytics course
A2433,Corse,198.0,5860.0,185.25,24.0,9.0,4.545454545454546,1950.0,2024-11-01,Rostow-am-Don,tablet,data anaytics training
A2434,Corse,174.0,4169.0,189.36,23.0,8.0,4.597701149425287,1110.0,2024-11-14,Rostow-am-Don,tablet,data analytics course
A2437,Corse,147.0,5793.0,240.32,25.0,5.0,3.4013605442176873,1645.0,2024-11-27,Rostow-am-Don,tablet,data analytics course
A2439,Corse,194.0,4297.0,237.87,22.0,3.0,1.5463917525773196,1739.0,2024-11-29,Rostow-am-Don,desktop,data analytics course
A2440,Corse,112.0,3961.0,214.45,13.0,7.0,6.25,1594.0,2024-11-17,Rostow-am-Don,desktop,analytics for data
